,url,title,image_url,season,episode_number_absolute,production_code,airdate,main_characters,written_by,directed_by
164,https://simpsons.fandom.com/wiki/Mountain_of_Madness,Mountain of Madness,https://static.wikia.nocookie.net/simpsons/images/e/e2/Mountain_of_Madness.png/revision/latest/scale-to-width-down/350?cb=20191026190957,8.0,165,4F10,"February 2, 1997","Homer Simpson,Mr. Burns,Waylon Smithers, Jr.,Bart Simpson,Lisa Simpson,Marge Simpson,Maggie Simpson",John Swartzwelder,Mark Kirkland
165,https://simpsons.fandom.com/wiki/Simpsoncalifragilisticexpiala(Annoyed_Grunt)cious,Simpsoncalifragilisticexpiala(Annoyed Grunt)cious,https://static.wikia.nocookie.net/simpsons/images/3/35/Sherribobbins.jpg/revision/latest/scale-to-width-down/350?cb=20060827190253,8.0,166,3G03,"February 7, 1997","Shary Bobbins,Bart Simpson,Lisa Simpson,Marge Simpson,Homer Simpson Maggie Simpson","Al Jean,Mike Reiss",Chuck Sheetz
166,https://simpsons.fandom.com/wiki/The_Itchy_%26_Scratchy_%26_Poochie_Show,The Itchy & Scratchy & Poochie Show,https://static.wikia.nocookie.net/simpsons/images/7/7b/The_Itchy_%26_Scratchy_%26_Poochie_Show_-_Promo_Image.jpg/revision/latest/scale-to-width-down/350?cb=20130425183428,8.0,167,4F12,"February 9, 1997",Homer Simpson,David X. Cohen,Steven Dean Moore
167,https://simpsons.fandom.com/wiki/Homer%27s_Phobia,Homer's Phobia,https://static.wikia.nocookie.net/simpsons/images/9/9a/Homer%27s_Phobia_%28Promo_Picture%29.jpg/revision/latest/scale-to-width-down/350?cb=20120624194542,8.0,168,4F11,"February 16, 1997","Homer Simpson,Bart Simpson,John",Ron Hauge,Mike B. Anderson
168,https://simpsons.fandom.com/wiki/Brother_from_Another_Series,Brother from Another Series,https://static.wikia.nocookie.net/simpsons/images/4/40/Brother_from_Another_Series_%28Promo_Picture%29.gif/revision/latest?cb=20120624194754,8.0,169,4F14,"February 23, 1997","Bart Simpson,Robert Terwilliger,Cecil Terwilliger",Ken Keeler,Pete Michels
169,"https://simpsons.fandom.com/wiki/My_Sister,_My_Sitter","My Sister, My Sitter",https://static.wikia.nocookie.net/simpsons/images/0/0c/My_Sister%2C_My_Sitter_97.JPG/revision/latest/scale-to-width-down/350?cb=20130619021427,8.0,170,4F13,"March 2, 1997","Lisa Simpson,Bart Simpson",Dan Greaney,Jim Reardon
170,https://simpsons.fandom.com/wiki/Homer_vs._the_Eighteenth_Amendment,Homer vs. the Eighteenth Amendment,https://static.wikia.nocookie.net/simpsons/images/5/53/By.png/revision/latest/scale-to-width-down/350?cb=20191026190720,8.0,171,4F15,"March 16, 1997","Homer Simpson,Bart Simpson,Clancy Wiggum,Rex Banner",John Swartzwelder,Bob Anderson
171,https://simpsons.fandom.com/wiki/Grade_School_Confidential,Grade School Confidential,https://static.wikia.nocookie.net/simpsons/images/3/3f/Grade_School_Confidential_69.JPG/revision/latest/scale-to-width-down/350?cb=20130701175938,8.0,172,4F09,"April 6, 1997","Seymour Skinner,Edna Krabappel,Bart Simpson",Rachel Pulido,Susie Dietter
172,https://simpsons.fandom.com/wiki/The_Canine_Mutiny,The Canine Mutiny,https://static.wikia.nocookie.net/simpsons/images/3/3e/Bw.png/revision/latest/scale-to-width-down/350?cb=20191026190502,8.0,173,4F16,"April 13, 1997","Bart Simpson,Santa's Little Helper",Ron Hauge,Dominic Polcino
173,https://simpsons.fandom.com/wiki/The_Old_Man_and_the_Lisa,The Old Man and the Lisa,https://static.wikia.nocookie.net/simpsons/images/b/bf/The_Old_Man_and_the_Lisa2.png/revision/latest/scale-to-width-down/350?cb=20111221051959,8.0,174,4F17,"April 20, 1997","Lisa Simpson,Charles Montgomery Burns",John Swartzwelder,Mark Kirkland
174,https://simpsons.fandom.com/wiki/In_Marge_We_Trust,In Marge We Trust,https://static.wikia.nocookie.net/simpsons/images/2/2a/In_Marge_We_Trust_%28Promo_Picture%29.gif/revision/latest?cb=20120624195121,8.0,175,4F18,"April 27, 1997","Timothy Lovejoy,Marge Simpson,Ned Flanders,Homer Simpson",Donick Cary,Steven Dean Moore
175,https://simpsons.fandom.com/wiki/Homer%27s_Enemy,Homer's Enemy,https://static.wikia.nocookie.net/simpsons/images/2/2c/Homer%27s_Enemy.jpg/revision/latest/scale-to-width-down/350?cb=20201118214322,8.0,176,4F19,"May 4, 1997","Frank Grimes,Homer Simpson,Charles Montgomery Burns,Lenny Leonard,Carl Carlson,Bart Simpson,Milhouse Van Houten",John Swartzwelder,Jim Reardon
176,https://simpsons.fandom.com/wiki/The_Simpsons_Spin-Off_Showcase,The Simpsons Spin-Off Showcase,https://static.wikia.nocookie.net/simpsons/images/6/6a/The_Simpsons_Spin-Off_Showcase_%28Promo_Picture%29.gif/revision/latest/scale-to-width-down/350?cb=20120624195546,,177,4F20,"May 11, 1997",None,"David S. Cohen,Dan Greaney,Steve Tompkins,Story by: Ken Keeler",Neil Affleck
177,https://simpsons.fandom.com/wiki/The_Secret_War_of_Lisa_Simpson,The Secret War of Lisa Simpson,https://static.wikia.nocookie.net/simpsons/images/8/81/Bt.gif/revision/latest?cb=20091208203057,8.0,178,4F21,"May 18, 1997","Lisa Simpson,Bart Simpson",Richard Appel,Mike B. Anderson
178,https://simpsons.fandom.com/wiki/The_City_of_New_York_vs._Homer_Simpson,The City of New York vs. Homer Simpson,https://static.wikia.nocookie.net/simpsons/images/7/7f/The_City_of_New_York_vs._Homer_Simpson_%28Promo_Picture%29.gif/revision/latest?cb=20120624200954,9.0,179,4F22,None,Homer Simpson,Ian Maxtone-Graham,Jim Reardon
179,https://simpsons.fandom.com/wiki/The_Principal_and_the_Pauper,The Principal and the Pauper,https://static.wikia.nocookie.net/simpsons/images/2/2b/235px-The_Simpsons_4F23.png/revision/latest?cb=20210701202140,,180,4F23,"September 28, 1997","Armin Tamzarian,Seymour Skinner,Agnes Skinner",Ken Keeler,Steven Dean Moore
180,https://simpsons.fandom.com/wiki/Lisa%27s_Sax,Lisa's Sax,https://static.wikia.nocookie.net/simpsons/images/d/de/The_Simpsons_3G02.png/revision/latest/scale-to-width-down/350?cb=20111002194501,9.0,181,3G02,"October 19, 1997","Lisa Simpson,Bart Simpson,Homer Simpson",Al Jean,Dominic Polcino
181,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_VIII,Treehouse of Horror VIII,https://static.wikia.nocookie.net/simpsons/images/a/a0/HomegaMan.jpg/revision/latest/scale-to-width-down/350?cb=20201025202829,,182,5F02,"October 26, 1997",None,"Mike Scully, David S. Cohen and Ned Goldreyer",Mark Kirkland
182,https://simpsons.fandom.com/wiki/The_Cartridge_Family,The Cartridge Family,https://static.wikia.nocookie.net/simpsons/images/3/37/The_Cartridge_Family_%28Promo_Picture%29.gif/revision/latest?cb=20120624202009,9.0,183,5F01,"November 2, 1997","Homer Simpson,Marge Simpson",John Swartzwelder,Pete Michels
183,https://simpsons.fandom.com/wiki/Bart_Star,Bart Star,https://static.wikia.nocookie.net/simpsons/images/7/78/Bart_Star_%28Promo_Picture%29.gif/revision/latest?cb=20120624202417,9.0,184,5F03,"November 9, 1997","Bart Simpson,Homer Simpson",Donick Cary,Dominic Polcino
184,https://simpsons.fandom.com/wiki/The_Two_Mrs._Nahasapeemapetilons,The Two Mrs. Nahasapeemapetilons,https://static.wikia.nocookie.net/simpsons/images/e/ec/Cp.png/revision/latest/scale-to-width-down/350?cb=20190801031923,9.0,185,5F04,"November 16, 1997",Apu Nahasapeemapetilon Manjula Nahasapeemapetilon,Richard Appel,Steven Dean Moore
185,https://simpsons.fandom.com/wiki/Lisa_the_Skeptic,Lisa the Skeptic,https://static.wikia.nocookie.net/simpsons/images/e/e3/Lisa_the_Skeptic.png/revision/latest/scale-to-width-down/350?cb=20190729042547,9.0,186,5F05,"November 23, 1997",Lisa Simpson,David S. Cohen,Neil Affleck
186,https://simpsons.fandom.com/wiki/Realty_Bites,Realty Bites,https://static.wikia.nocookie.net/simpsons/images/a/ae/RealtyBites.jpg/revision/latest/scale-to-width-down/350?cb=20190728030757,9.0,187,5F06,"December 7, 1997","Marge Simpson,Lionel Hutz,Homer Simpson,Snake Jailbird",Dan Greaney,Swinton O. Scott III
187,https://simpsons.fandom.com/wiki/Miracle_on_Evergreen_Terrace,Miracle on Evergreen Terrace,https://static.wikia.nocookie.net/simpsons/images/e/e2/Miracle_on_Evergreen_Terrace_00002.png/revision/latest/scale-to-width-down/350?cb=20190726094113,9.0,188,5F07,"December 21, 1997",Simpson family,Ron Hauge,Bob Anderson
188,"https://simpsons.fandom.com/wiki/All_Singing,_All_Dancing","All Singing, All Dancing",https://static.wikia.nocookie.net/simpsons/images/5/5b/Dancing.png/revision/latest/scale-to-width-down/350?cb=20190730031913,9.0,189,5F24,"January 4, 1998","Simpson family,Snake Jailbird",Steve O'Donnell,Mark Ervin
189,https://simpsons.fandom.com/wiki/Bart_Carny,Bart Carny,https://static.wikia.nocookie.net/simpsons/images/e/e1/BartCarney.jpg/revision/latest/scale-to-width-down/350?cb=20190731025749,9.0,190,5F08,"January 11, 1998","Simpson family,Cooder",John Swartzwelder,Mark Kirkland
190,https://simpsons.fandom.com/wiki/The_Joy_of_Sect,The Joy of Sect,https://static.wikia.nocookie.net/simpsons/images/2/2a/The_Joy_of_Sect_Promo.gif/revision/latest/scale-to-width-down/350?cb=20100329141119,9.0,191,5F23,"February 8, 1998","Homer Simpson,Marge Simpson,Timothy Lovejoy Jr.",Steve O'Donnell,Steven Dean Moore
191,https://simpsons.fandom.com/wiki/Das_Bus,Das Bus,https://static.wikia.nocookie.net/simpsons/images/c/c2/Das_Bus_%28Promo_Picture%29.jpg/revision/latest/scale-to-width-down/350?cb=20120624202937,9.0,192,5F11,"February 15, 1998","Main plot: Bart Simpson,Lisa Simpson,Milhouse Van Houten,Nelson Muntz,Ralph Wiggum,Martin Prince,Lewis Clark,Wendell Borton,Sherri Mackleberry,Terri Mackleberry Sub plot: Homer Simpson,Marge Simpson,Bill Gates",David X. Cohen,Pete Michels
192,https://simpsons.fandom.com/wiki/The_Last_Temptation_of_Krust,The Last Temptation of Krust,https://static.wikia.nocookie.net/simpsons/images/a/a9/The_Last_Temptation_of_Krust_%28Promo_Picture%29.jpg/revision/latest/scale-to-width-down/350?cb=20120624203423,9.0,193,5F10,"February 22, 1998","Bart Simpson,Krusty the Clown",Donick Cary,Mike B. Anderson
193,https://simpsons.fandom.com/wiki/Dumbbell_Indemnity,Dumbbell Indemnity,https://static.wikia.nocookie.net/simpsons/images/1/1f/Cu.png/revision/latest/scale-to-width-down/350?cb=20200226181445,9.0,194,5F12,"March 1, 1998","Moe Renee,Homer",Ron Hauge,Dominic Polcino
194,https://simpsons.fandom.com/wiki/Lisa_the_Simpson,Lisa the Simpson,https://static.wikia.nocookie.net/simpsons/images/a/a6/4F24.jpg/revision/latest/scale-to-width-down/350?cb=20200227181718,9.0,195,4F24,"March 8, 1998",None,Ned Goldreyer,Susie Dietter
195,https://simpsons.fandom.com/wiki/This_Little_Wiggy,This Little Wiggy,https://static.wikia.nocookie.net/simpsons/images/f/fb/This_Little_Wiggy_74.JPG/revision/latest/scale-to-width-down/350?cb=20200225181902,9.0,196,5F13,"March 22, 1998","Bart Simpson,Ralph Wiggum",Dan Greaney,Neil Affleck
196,https://simpsons.fandom.com/wiki/Simpson_Tide,Simpson Tide,https://static.wikia.nocookie.net/simpsons/images/d/d9/Song_And_Dance.png/revision/latest/scale-to-width-down/350?cb=20200225181237,9.0,197,3G04,"March 29, 1998","Homer Simpson,Moe Szyslak,Barney Gumble","Joshua Sternin,Jeffrey Ventimilia",Milton Gray
197,https://simpsons.fandom.com/wiki/The_Trouble_with_Trillions,The Trouble with Trillions,https://static.wikia.nocookie.net/simpsons/images/6/6d/Cw.jpg/revision/latest/scale-to-width-down/350?cb=20200321000922,9.0,198,5F14,"April 5, 1998","Homer Simpson,Charles Montgomery Burns,Waylon Smithers, Jr.",Ian Maxtone-Graham,Swinton O. Scott III
198,https://simpsons.fandom.com/wiki/Girly_Edition,Girly Edition,https://static.wikia.nocookie.net/simpsons/images/1/1b/GirlyEdition.jpg/revision/latest/scale-to-width-down/350?cb=20071028120143,9.0,199,5F15,"April 19, 1998","Lisa Simpson,Bart Simpson,Lindsey Naegle",Larry Doyle,Mark Kirkland
199,https://simpsons.fandom.com/wiki/Trash_of_the_Titans,Trash of the Titans,https://static.wikia.nocookie.net/simpsons/images/8/86/Trash_of_the_Titans_%28Promo_Picture%29_2.jpg/revision/latest/scale-to-width-down/350?cb=20120624210048,9.0,200,5F09,"April 26, 1998",Homer Simpson,Ian Maxtone-Graham,Jim Reardon
200,https://simpsons.fandom.com/wiki/King_of_the_Hill,King of the Hill,https://static.wikia.nocookie.net/simpsons/images/7/77/King_of_the_Hill_89.JPG/revision/latest/scale-to-width-down/350?cb=20130921182413,9.0,201,5F16,"May 3, 1998","Homer Simpson,Bart Simpson",John Swartzwelder,Steven Dean Moore
201,https://simpsons.fandom.com/wiki/Lost_Our_Lisa,Lost Our Lisa,https://static.wikia.nocookie.net/simpsons/images/a/a3/Cx.png/revision/latest/scale-to-width-down/350?cb=20191026185252,9.0,202,5F17,"May 10, 1998",Lisa Simpson Homer Simpson,Brian Scully,Pete Michels
202,https://simpsons.fandom.com/wiki/Natural_Born_Kissers,Natural Born Kissers,https://static.wikia.nocookie.net/simpsons/images/5/53/Natural_Born_Kissers_%28Promo_Picture%29.gif/revision/latest/scale-to-width-down/350?cb=20120624210451,9.0,203,5F18,"May 17, 1998",,Matt Selman,Klay Hall
203,https://simpsons.fandom.com/wiki/Lard_of_the_Dance,Lard of the Dance,https://static.wikia.nocookie.net/simpsons/images/a/a2/Lard_of_the_Dance.jpg/revision/latest/scale-to-width-down/350?cb=20191026185048,10.0,204,5F20,"August 23, 1998","Main plot: Lisa Simpson,Alex Whitney,Sub plot: Homer Simpson,Bart Simpson",Jane O'Brien,Dominic Polcino
204,https://simpsons.fandom.com/wiki/The_Wizard_of_Evergreen_Terrace,The Wizard of Evergreen Terrace,https://static.wikia.nocookie.net/simpsons/images/5/52/Homer-edision.gif/revision/latest?cb=20071215154227,10.0,205,5F21,"September 20, 1998","Homer Simpson,Bart Simpson",John Swartzwelder,Mark Kirkland
205,https://simpsons.fandom.com/wiki/Bart_the_Mother,Bart the Mother,https://static.wikia.nocookie.net/simpsons/images/4/4b/Bart_the_Mother_69.JPG/revision/latest/scale-to-width-down/350?cb=20130727210519,10.0,206,5F22,"September 27, 1998","Bart Simpson,Lisa Simpson,Marge Simpson",David S. Cohen,Steven Dean Moore
206,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_IX,Treehouse of Horror IX,https://static.wikia.nocookie.net/simpsons/images/4/41/Hell_Toupee_-_Preview.png/revision/latest/scale-to-width-down/350?cb=20210531160058,,207,AABF01,"October 25, 1998",None,"David X. Cohen (Hell Toupée),Larry Doyle (The Terror of Tiny Toon),Donick Cary (Starship Poopers)",Steven Dean Moore
207,https://simpsons.fandom.com/wiki/When_You_Dish_Upon_a_Star,When You Dish Upon a Star,https://static.wikia.nocookie.net/simpsons/images/b/b0/When_You_Dish_Upon_a_Star_%28Promo_Picture%29.jpg/revision/latest/scale-to-width-down/350?cb=20120625081643,10.0,208,5F19,"November 8, 1998",Homer Simpson,Richard Appel,Pete Michels
208,https://simpsons.fandom.com/wiki/D%27oh-in%27_in_the_Wind,D'oh-in' in the Wind,https://static.wikia.nocookie.net/simpsons/images/a/a0/S10e06_103.jpg/revision/latest/scale-to-width-down/350?cb=20140801120101,10.0,209,AABF02,"November 15, 1998",Homer Simpson,Donick Cary,Mark Kirkland and Matthew Nastuk
209,https://simpsons.fandom.com/wiki/Lisa_Gets_an_%22A%22,"Lisa Gets an ""A""",https://static.wikia.nocookie.net/simpsons/images/1/18/Lisa_Gets_an_A_54.JPG/revision/latest/scale-to-width-down/350?cb=20130925191036,10.0,210,AABF03,"November 22, 1998",,Ian Maxtone-Graham,Bob Anderson
210,https://simpsons.fandom.com/wiki/Homer_Simpson_in:_%22Kidney_Trouble%22,"Homer Simpson in: ""Kidney Trouble""",https://static.wikia.nocookie.net/simpsons/images/1/14/Da.jpg/revision/latest/scale-to-width-down/350?cb=20191026184903,10.0,211,AABF04,"December 6, 1998","Homer Simpson,Abraham Simpson II",John Swartzwelder,Mike B. Anderson
211,https://simpsons.fandom.com/wiki/Mayored_to_the_Mob,Mayored to the Mob,https://static.wikia.nocookie.net/simpsons/images/7/7a/Mayored_to_the_Mob.jpg/revision/latest?cb=20080324175323,10.0,212,AABF05,"December 20, 1998","Homer Simpson,Mayor Quimby,Fat Tony,Mark Hamill",Ron Hauge,Swinton O. Scott III
212,https://simpsons.fandom.com/wiki/Viva_Ned_Flanders,Viva Ned Flanders,https://static.wikia.nocookie.net/simpsons/images/4/47/Viva_Ned_Flanders.gif/revision/latest?cb=20100530151734,10.0,213,AABF06,"January 10, 1999","Homer Simpson,Ned Flanders,Amber Simpson,Ginger Flanders",David M. Stern,Neil Affleck
213,https://simpsons.fandom.com/wiki/Wild_Barts_Can%27t_Be_Broken,Wild Barts Can't Be Broken,https://static.wikia.nocookie.net/simpsons/images/8/87/WildBartsCantBeBroken.jpg/revision/latest/scale-to-width-down/350?cb=20080215204709,10.0,214,AABF07,"January 17, 1999","Bart Simpson,Lisa Simpson,Nelson Muntz,Milhouse Van Houten,Clancy Wiggum",Larry Doyle,Mark Ervin
214,"https://simpsons.fandom.com/wiki/Sunday,_Cruddy_Sunday","Sunday, Cruddy Sunday",https://static.wikia.nocookie.net/simpsons/images/0/00/Sunday%2C_Cruddy_Sunday_%28Promo_Picture%29.jpg/revision/latest/scale-to-width-down/350?cb=20120625082400,10.0,215,AABF08,"January 31, 1999",,"Tom Martin, George Meyer, Brian Scully and Mike Scully",Steven Dean Moore
215,https://simpsons.fandom.com/wiki/Homer_to_the_Max,Homer to the Max,https://static.wikia.nocookie.net/simpsons/images/0/0d/Homer_to_the_Max_%28Promo_Picture%29.gif/revision/latest?cb=20120625082736,10.0,216,AABF09,"February 7, 1999","Homer Simpson,Marge Simpson",John Swartzwelder,Pete Michels
216,https://simpsons.fandom.com/wiki/I%27m_with_Cupid,I'm with Cupid,https://static.wikia.nocookie.net/simpsons/images/5/59/ApuManjula.png/revision/latest/scale-to-width-down/350?cb=20200702122247,10.0,217,AABF11,"February 14, 1999","Homer Simpson,Marge Simpson,Apu Nahasapeemapetilon,Manjula Nahasapeemapetilon",Dan Greaney,Bob Anderson
217,https://simpsons.fandom.com/wiki/Marge_Simpson_in:_%22Screaming_Yellow_Honkers%22,"Marge Simpson in: ""Screaming Yellow Honkers""",https://static.wikia.nocookie.net/simpsons/images/9/9b/Screaming_Yellow_Honkers_PromoCard.png/revision/latest?cb=20180314222016,10.0,218,AABF10,"February 21, 1999","Marge Simpson,Clancy Wiggum",David M. Stern,Mark Kirkland
218,https://simpsons.fandom.com/wiki/Make_Room_for_Lisa,Make Room for Lisa,https://static.wikia.nocookie.net/simpsons/images/5/58/Screen-shot-2012-04-17-at-11-11-57-am.png/revision/latest/scale-to-width-down/350?cb=20140801121211,10.0,219,AABF12,"February 28, 1999","Homer Simpson,Lisa Simpson",Brian Scully,Matthew Nastuk
219,https://simpsons.fandom.com/wiki/Maximum_Homerdrive,Maximum Homerdrive,https://static.wikia.nocookie.net/simpsons/images/a/a0/Maximum_Homerdrive_48.JPG/revision/latest/scale-to-width-down/350?cb=20130826182046,10.0,220,AABF13,"March 28, 1999",Homer Simpson Bart Simpson,John Swartzwelder,Swinton O. Scott III
220,https://simpsons.fandom.com/wiki/Simpsons_Bible_Stories,Simpsons Bible Stories,https://static.wikia.nocookie.net/simpsons/images/1/16/Simpsons_Bible_Stories.gif/revision/latest/scale-to-width-down/350?cb=20100530205500,,221,AABF14,"April 4, 1999",None,"Tim Long, Larry Doyle, Matt Selman",Nancy Kruse
221,https://simpsons.fandom.com/wiki/Mom_and_Pop_Art,Mom and Pop Art,https://static.wikia.nocookie.net/simpsons/images/4/4b/MomandPopArt.gif/revision/latest/scale-to-width-down/350?cb=20090326234824,10.0,222,AABF15,"April 11, 1999","Homer Simpson,Marge Simpson,Jasper Johns,Astrid Weller",Al Jean,Steven Dean Moore
222,https://simpsons.fandom.com/wiki/The_Old_Man_and_the_%22C%22_Student,"The Old Man and the ""C"" Student",https://static.wikia.nocookie.net/simpsons/images/8/8c/The_Old_Man_and_the_C_Student_113.JPG/revision/latest/scale-to-width-down/350?cb=20130925185318,10.0,223,AABF16,"April 25, 1999","Bart Simpson,Abraham Simpson II,Lisa Simpson,Homer Simpson,Marge Simpson",Julie Thacker,Mark Kirkland
223,https://simpsons.fandom.com/wiki/Monty_Can%27t_Buy_Me_Love,Monty Can't Buy Me Love,https://static.wikia.nocookie.net/simpsons/images/6/6d/Monty_Can%27t_Buy_Me_Love_-_320.png/revision/latest/scale-to-width-down/350?cb=20210926141607,10.0,224,AABF17,"May 2, 1999","Homer Simpson,Charles Montgomery Burns,Loch Ness Monster",John Swartzwelder,Mark Ervin
224,https://simpsons.fandom.com/wiki/They_Saved_Lisa%27s_Brain,They Saved Lisa's Brain,https://static.wikia.nocookie.net/simpsons/images/7/7b/They_Saved_Lisa%27s_Brain_%28Promo_Picture%29.gif/revision/latest?cb=20120625083327,10.0,225,AABF18,"May 9, 1999",Lisa Simpson,Matt Selman,Pete Michels
225,https://simpsons.fandom.com/wiki/Thirty_Minutes_Over_Tokyo,Thirty Minutes Over Tokyo,https://static.wikia.nocookie.net/simpsons/images/7/78/Thiry_Minutes_Over_Tokyo_Promo_Image.png/revision/latest?cb=20180323102945,10.0,226,AABF20,"May 16, 1999",,Donick Cary and Dan Greaney,Jim Reardon
226,https://simpsons.fandom.com/wiki/Beyond_Blunderdome,Beyond Blunderdome,https://static.wikia.nocookie.net/simpsons/images/8/88/Beyond_Blunderdome_Promo.gif/revision/latest/scale-to-width-down/350?cb=20100329140723,11.0,227,AABF23,"September 26, 1999","Homer Simpson,Mel Gibson",Mike Scully,Steven Dean Moore
227,https://simpsons.fandom.com/wiki/Brother%27s_Little_Helper,Brother's Little Helper,https://static.wikia.nocookie.net/simpsons/images/d/d3/Brother%27s_Little_Helper.jpg/revision/latest/scale-to-width-down/350?cb=20191026184637,11.0,228,AABF22,"October 3, 1999",Bart Simpson,George Meyer,Mark Kirkland
228,https://simpsons.fandom.com/wiki/Guess_Who%27s_Coming_to_Criticize_Dinner%3F,Guess Who's Coming to Criticize Dinner?,https://static.wikia.nocookie.net/simpsons/images/0/0b/Guess_Who%27s_Coming_to_Criticize_Dinner_Promo.gif/revision/latest?cb=20100410214612,11.0,229,AABF21,"October 24, 1999","Homer Simpson,Lisa Simpson",Al Jean,Nancy Kruse
229,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_X,Treehouse of Horror X,https://static.wikia.nocookie.net/simpsons/images/4/4d/Treehouse_of_Horror_X_%28Promo_Picture%29.gif/revision/latest?cb=20120625083733,,230,BABF01,"October 31, 1999",,"Donick Cary (I Know What You Diddily-Iddly-Did),Tim Long (Desperately Xeeking Xena),Ron Hauge (Life's A Glitch, Then You Die)",Pete Michels
230,https://simpsons.fandom.com/wiki/E-I-E-I-D%27oh,E-I-E-I-D'oh,https://static.wikia.nocookie.net/simpsons/images/0/0c/E-I-E-I-%28Annoyed_Grunt%29_%28Promo_Picture%29.jpg/revision/latest?cb=20120625084115,11.0,231,AABF19,"November 7, 1999",,Ian Maxtone-Graham,Bob Anderson
231,"https://simpsons.fandom.com/wiki/Hello_Gutter,_Hello_Fadder","Hello Gutter, Hello Fadder",https://static.wikia.nocookie.net/simpsons/images/b/b6/Hello_Gutter%2C_Hello_Fadder.gif/revision/latest/scale-to-width-down/350?cb=20100531150427,11.0,232,BABF02,"November 14, 1999","Homer Simpson,Maggie Simpson",Al Jean,Mike B. Anderson
232,https://simpsons.fandom.com/wiki/Eight_Misbehavin%27,Eight Misbehavin',https://static.wikia.nocookie.net/simpsons/images/c/c3/Dh.jpg/revision/latest/scale-to-width-down/350?cb=20080503052044,11.0,233,BABF03,"November 21, 1999","Apu Nahasapeemapetilon,Manjula Nahasapeemapetilon",Matt Selman,Steven Dean Moore
233,"https://simpsons.fandom.com/wiki/Take_My_Wife,_Sleaze","Take My Wife, Sleaze",https://static.wikia.nocookie.net/simpsons/images/2/2a/Hell%27s_satans.jpg/revision/latest/scale-to-width-down/350?cb=20191026184519,11.0,234,‎BABF05,"November 28, 1999","Homer Simpson,Marge Simpson",John Swartzwelder,Neil Affleck
234,https://simpsons.fandom.com/wiki/Grift_of_the_Magi,Grift of the Magi,https://static.wikia.nocookie.net/simpsons/images/e/e6/Grift_of_the_Magi_Promo.gif/revision/latest/scale-to-width-down/350?cb=20100329155328,11.0,235,BABF07,"December 19, 1999",,Tom Martin,Matthew Nastuk
235,https://simpsons.fandom.com/wiki/Little_Big_Mom,Little Big Mom,https://static.wikia.nocookie.net/simpsons/images/9/9f/Dk.jpg/revision/latest/scale-to-width-down/350?cb=20100922171319,11.0,236,BABF04,"January 9, 2000",,Carolyn Omine,Mark Kirkland
236,https://simpsons.fandom.com/wiki/Faith_Off,Faith Off,https://static.wikia.nocookie.net/simpsons/images/5/58/200px-Babf06.gif/revision/latest?cb=20070714070555,11.0,237,BABF06,"January 16, 2000","Bart Simpson,Homer Simpson",Frank Mula,Nancy Kruse
237,https://simpsons.fandom.com/wiki/The_Mansion_Family,The Mansion Family,https://static.wikia.nocookie.net/simpsons/images/b/bd/Babf08.gif/revision/latest/scale-to-width-down/350?cb=20100421235830,11.0,238,BABF08,"January 23, 2000","Homer Simpson,Charles Montgomery Burns,Waylon Smithers, Jr.",John Swartzwelder,Michael Polcino
238,https://simpsons.fandom.com/wiki/Saddlesore_Galactica,Saddlesore Galactica,https://static.wikia.nocookie.net/simpsons/images/6/62/Saddlesore.jpg/revision/latest/scale-to-width-down/350?cb=20191026184309,11.0,239,BABF09,"February 6, 2000","Homer Simpson,Bart Simpson,Lisa Simpson",Tim Long,Lance Kramer
239,"https://simpsons.fandom.com/wiki/Alone_Again,_Natura-Diddily","Alone Again, Natura-Diddily",https://static.wikia.nocookie.net/simpsons/images/d/d4/AloneAgain%2CNaturallyDiddly1.gif/revision/latest/scale-to-width-down/350?cb=20090326030936,,240,BABF10,"February 13, 2000","Homer Simpson,Ned Flanders",Ian Maxtone-Graham,Jim Reardon
240,https://simpsons.fandom.com/wiki/Missionary:_Impossible,Missionary: Impossible,https://static.wikia.nocookie.net/simpsons/images/f/f5/Misionary_Impossible_.jpg/revision/latest/scale-to-width-down/350?cb=20191026184117,11.0,241,BABF11,"February 20, 2000",Homer Simpson,Ron Hauge,Steven Dean Moore
241,https://simpsons.fandom.com/wiki/Pygmoelian,Pygmoelian,https://static.wikia.nocookie.net/simpsons/images/8/8f/Kb.gif/revision/latest/scale-to-width-down/350?cb=20100329140008,11.0,242,BABF12,"February 27, 2000","Moe Szyslak,Homer Simpson",Larry Doyle,Mark Kirkland
242,https://simpsons.fandom.com/wiki/Bart_to_the_Future,Bart to the Future,https://static.wikia.nocookie.net/simpsons/images/a/a0/200px-Bart_to_the_Future.png/revision/latest?cb=20210701202055,,243,BABF13,"March 19, 2000",,Dan Greaney,Michael Marcantel
243,https://simpsons.fandom.com/wiki/Days_of_Wine_and_D%27oh%27ses,Days of Wine and D'oh'ses,https://static.wikia.nocookie.net/simpsons/images/2/2c/Barney.jpg/revision/latest/scale-to-width-down/350?cb=20191026183952,11.0,244,BABF14,"April 9, 2000",None,Deb Lacusta and Dan Castellaneta,Neil Affleck
